gene_id	junction_id	chromosome	donor_site	acceptor_site	strand	read_count
ENSMUSG00000022378.14	chr15_63935649_63937297_-	chr15	63937297	63935649	-	242
ENSMUSG00000022378.14	chr15_63938743_63939644_-	chr15	63939644	63938743	-	167
ENSMUSG00000022378.14	chr15_63943320_63944322_-	chr15	63944322	63943320	-	128
ENSMUSG00000022378.14	chr15_63944428_63950005_-	chr15	63950005	63944428	-	176
ENSMUSG00000022575.5	chr15_75865525_75865759_+	chr15	75865525	75865759	+	263
ENSMUSG00000022575.5	chr15_75865810_75866086_+	chr15	75865810	75866086	+	267
ENSMUSG00000022575.5	chr15_75866176_75866295_+	chr15	75866176	75866295	+	247
ENSMUSG00000022575.5	chr15_75866471_75866545_+	chr15	75866471	75866545	+	365
ENSMUSG00000022575.5	chr15_75866690_75866789_+	chr15	75866690	75866789	+	316
ENSMUSG00000022575.5	chr15_75866863_75866996_+	chr15	75866863	75866996	+	223
ENSMUSG00000055762.16	chr15_75901255_75909244_-	chr15	75909244	75901255	-	385
ENSMUSG00000055762.16	chr15_75895591_75895731_-	chr15	75895731	75895591	-	861
ENSMUSG00000055762.16	chr15_75895926_75896242_-	chr15	75896242	75895926	-	417
ENSMUSG00000055762.16	chr15_75896464_75896639_-	chr15	75896639	75896464	-	538
ENSMUSG00000055762.16	chr15_75896740_75896819_-	chr15	75896819	75896740	-	428
ENSMUSG00000022553.16	chr15_76353012_76353137_+	chr15	76353012	76353137	+	219
ENSMUSG00000022553.16	chr15_76353259_76353340_+	chr15	76353259	76353340	+	326
ENSMUSG00000022553.16	chr15_76353460_76353585_+	chr15	76353460	76353585	+	295
ENSMUSG00000022553.16	chr15_76353720_76353846_+	chr15	76353720	76353846	+	476
ENSMUSG00000022553.16	chr15_76352774_76352846_+	chr15	76352774	76352846	+	332
ENSMUSG00000033220.7	chr15_78561485_78561905_-	chr15	78561905	78561485	-	2655
ENSMUSG00000033220.7	chr15_78562038_78564862_-	chr15	78564862	78562038	-	2456
ENSMUSG00000033220.7	chr15_78565022_78565440_-	chr15	78565440	78565022	-	1762
ENSMUSG00000033220.7	chr15_78565503_78565913_-	chr15	78565913	78565503	-	1911
ENSMUSG00000033220.7	chr15_78566031_78570731_-	chr15	78570731	78566031	-	1829
ENSMUSG00000033220.7	chr15_78570803_78572610_-	chr15	78572610	78570803	-	1365
ENSMUSG00000022452.16	chr15_82346269_82347899_+	chr15	82346269	82347899	+	504
ENSMUSG00000022452.16	chr15_82348040_82348842_+	chr15	82348040	82348842	+	466
ENSMUSG00000023004.8	chr15_98932840_98932972_-	chr15	98932972	98932840	-	1991
ENSMUSG00000043091.9	chr15_99034316_99034448_+	chr15	99034316	99034448	+	2027
ENSMUSG00000043091.9	chr15_99030424_99034093_+	chr15	99030424	99034093	+	1062
ENSMUSG00000043091.9	chr15_99034597_99037034_+	chr15	99034597	99037034	+	1932
ENSMUSG00000098112.7	chr15_100641564_100644812_-	chr15	100644812	100641564	-	447
ENSMUSG00000098112.7	chr15_100650275_100651958_-	chr15	100651958	100650275	-	477
ENSMUSG00000098112.7	chr15_100652044_100652384_-	chr15	100652384	100652044	-	490
ENSMUSG00000098112.7	chr15_100652492_100656194_-	chr15	100656194	100652492	-	460
ENSMUSG00000098112.7	chr15_100656290_100656709_-	chr15	100656709	100656290	-	382
ENSMUSG00000098112.7	chr15_100656804_100657059_-	chr15	100657059	100656804	-	344
ENSMUSG00000098112.7	chr15_100657114_100662516_-	chr15	100662516	100657114	-	198
ENSMUSG00000098112.7	chr15_100662597_100669412_-	chr15	100669412	100662597	-	250
ENSMUSG00000001289.12	chr15_102326260_102326432_+	chr15	102326260	102326432	+	646
ENSMUSG00000001289.12	chr15_102326535_102326817_+	chr15	102326535	102326817	+	900
ENSMUSG00000001289.12	chr15_102326849_102328521_+	chr15	102326849	102328521	+	1046
ENSMUSG00000001289.12	chr15_102328596_102328711_+	chr15	102328596	102328711	+	823
ENSMUSG00000001289.12	chr15_102328817_102331272_+	chr15	102328817	102331272	+	931
ENSMUSG00000023048.13	chr15_102460146_102460369_+	chr15	102460146	102460369	+	1072
ENSMUSG00000023048.13	chr15_102460719_102462170_+	chr15	102460719	102462170	+	1146
ENSMUSG00000023048.13	chr15_102459255_102460107_+	chr15	102459255	102460107	+	739
ENSMUSG00000008393.9	chr16_8661103_8663586_-	chr16	8663586	8661103	-	262
ENSMUSG00000008393.9	chr16_8663709_8664254_-	chr16	8664254	8663709	-	263
ENSMUSG00000008393.9	chr16_8664422_8672112_-	chr16	8672112	8664422	-	214
ENSMUSG00000022858.16	chr16_22259261_22265740_-	chr16	22265740	22259261	-	46
ENSMUSG00000022858.16	chr16_22247263_22248435_-	chr16	22248435	22247263	-	179
ENSMUSG00000022858.16	chr16_22252795_22254407_-	chr16	22254407	22252795	-	176
ENSMUSG00000022858.16	chr16_22254570_22254983_-	chr16	22254983	22254570	-	136
ENSMUSG00000060636.14	chr16_33057178_33057389_+	chr16	33057178	33057389	+	1318
ENSMUSG00000060636.14	chr16_33057542_33058678_+	chr16	33057542	33058678	+	869
ENSMUSG00000060636.14	chr16_33058823_33060097_+	chr16	33058823	33060097	+	1249
ENSMUSG00000002844.9	chr16_38446104_38447247_-	chr16	38447247	38446104	-	393
ENSMUSG00000002844.9	chr16_38447608_38450128_-	chr16	38450128	38447608	-	424
ENSMUSG00000002844.9	chr16_38450483_38452528_-	chr16	38452528	38450483	-	283
ENSMUSG00000022757.19	chr16_56691153_56694399_-	chr16	56694399	56691153	-	351
ENSMUSG00000022757.19	chr16_56694489_56697458_-	chr16	56697458	56694489	-	250
ENSMUSG00000022757.19	chr16_56704573_56705610_-	chr16	56705610	56704573	-	179
ENSMUSG00000022757.19	chr16_56705694_56712610_-	chr16	56712610	56705694	-	157
ENSMUSG00000022982.10	chr16_90222876_90224355_+	chr16	90222876	90224355	+	2065
ENSMUSG00000022982.10	chr16_90225262_90226149_+	chr16	90225262	90226149	+	2046
ENSMUSG00000022982.10	chr16_90220929_90222779_+	chr16	90220929	90222779	+	1763
ENSMUSG00000022982.10	chr16_90224425_90225144_+	chr16	90224425	90225144	+	2354
ENSMUSG00000022961.18	chr16_91647984_91651629_+	chr16	91647984	91651629	+	162
ENSMUSG00000022961.18	chr16_91651796_91654610_+	chr16	91651796	91654610	+	282
ENSMUSG00000092074.2	chr17_6310943_6311292_-	chr17	6311292	6310943	-	386
ENSMUSG00000092074.2	chr17_6311370_6311708_-	chr17	6311708	6311370	-	378
ENSMUSG00000092074.2	chr17_6311832_6314916_-	chr17	6314916	6311832	-	278
ENSMUSG00000096255.2	chr17_6431921_6435007_+	chr17	6431921	6435007	+	707
ENSMUSG00000096255.2	chr17_6435131_6435469_+	chr17	6435131	6435469	+	655
ENSMUSG00000096255.2	chr17_6435547_6435896_+	chr17	6435547	6435896	+	484
ENSMUSG00000096255.2	chr17_6430238_6431879_+	chr17	6430238	6431879	+	382
ENSMUSG00000000579.14	chr17_6601836_6603486_+	chr17	6601836	6603486	+	393
ENSMUSG00000000579.14	chr17_6603528_6606611_+	chr17	6603528	6606611	+	404
ENSMUSG00000000579.14	chr17_6606735_6607073_+	chr17	6606735	6607073	+	569
ENSMUSG00000000579.14	chr17_6607151_6607500_+	chr17	6607151	6607500	+	604
ENSMUSG00000095677.2	chr17_6649337_6649686_-	chr17	6649686	6649337	-	414
ENSMUSG00000095677.2	chr17_6649764_6650102_-	chr17	6650102	6649764	-	432
ENSMUSG00000095677.2	chr17_6650226_6653310_-	chr17	6653310	6650226	-	463
ENSMUSG00000095677.2	chr17_6653352_6655773_-	chr17	6655773	6653352	-	417
ENSMUSG00000023861.17	chr17_8296631_8296823_+	chr17	8296631	8296823	+	854
ENSMUSG00000023861.17	chr17_8296956_8297137_+	chr17	8296956	8297137	+	923
ENSMUSG00000055839.6	chr17_23824979_23827467_-	chr17	23827467	23824979	-	1162
ENSMUSG00000055839.6	chr17_23827573_23828843_-	chr17	23828843	23827573	-	1510
ENSMUSG00000055839.6	chr17_23828978_23829082_-	chr17	23829082	23828978	-	1132
ENSMUSG00000024190.6	chr17_26506650_26506984_-	chr17	26506984	26506650	-	1760
ENSMUSG00000024190.6	chr17_26507204_26507573_-	chr17	26507573	26507204	-	1452
ENSMUSG00000024190.6	chr17_26507719_26507956_-	chr17	26507956	26507719	-	974
ENSMUSG00000077450.12	chr17_33747813_33748509_-	chr17	33748509	33747813	-	193
ENSMUSG00000077450.12	chr17_33748590_33748866_-	chr17	33748866	33748590	-	165
ENSMUSG00000077450.12	chr17_33749060_33749781_-	chr17	33749781	33749060	-	123
ENSMUSG00000077450.12	chr17_33749977_33760222_-	chr17	33760222	33749977	-	97
ENSMUSG00000007041.9	chr17_35050486_35052434_+	chr17	35050486	35052434	+	1488
ENSMUSG00000007041.9	chr17_35052544_35052780_+	chr17	35052544	35052780	+	2768
ENSMUSG00000007041.9	chr17_35052906_35053032_+	chr17	35052906	35053032	+	2036
ENSMUSG00000007041.9	chr17_35053139_35055226_+	chr17	35053139	35055226	+	1868
ENSMUSG00000007041.9	chr17_35055408_35058329_+	chr17	35055408	35058329	+	2650
ENSMUSG00000073412.6	chr17_35185310_35186584_-	chr17	35186584	35185310	-	161
ENSMUSG00000073412.6	chr17_35186604_35186945_-	chr17	35186945	35186604	-	137
ENSMUSG00000073412.6	chr17_35187041_35188356_-	chr17	35188356	35187041	-	364
ENSMUSG00000073411.11	chr17_35263186_35263378_+	chr17	35263186	35263378	+	6994
ENSMUSG00000073411.11	chr17_35263648_35263838_+	chr17	35263648	35263838	+	10059
ENSMUSG00000073411.11	chr17_35264114_35265783_+	chr17	35264114	35265783	+	12608
ENSMUSG00000073411.11	chr17_35266059_35266186_+	chr17	35266059	35266186	+	11715
ENSMUSG00000073411.11	chr17_35266303_35266481_+	chr17	35266303	35266481	+	9483
ENSMUSG00000073411.11	chr17_35266514_35266687_+	chr17	35266514	35266687	+	9929
ENSMUSG00000073411.11	chr17_35266726_35266865_+	chr17	35266726	35266865	+	10065
ENSMUSG00000035929.11	chr17_35344854_35382957_-	chr17	35382957	35344854	-	440
ENSMUSG00000035929.11	chr17_35383133_35383260_+	chr17	35383133	35383260	+	131
ENSMUSG00000034595.17	chr17_35868785_35873725_+	chr17	35868785	35873725	+	174
ENSMUSG00000023944.14	chr17_45570566_45570665_-	chr17	45570665	45570566	-	3697
ENSMUSG00000023944.14	chr17_45570799_45571017_-	chr17	45571017	45570799	-	3709
ENSMUSG00000023944.14	chr17_45571177_45571412_-	chr17	45571412	45571177	-	3654
ENSMUSG00000023944.14	chr17_45571619_45571764_-	chr17	45571764	45571619	-	2168
ENSMUSG00000023944.14	chr17_45571911_45573166_-	chr17	45573166	45571911	-	4165
ENSMUSG00000023944.14	chr17_45568124_45568228_-	chr17	45568228	45568124	-	1464
ENSMUSG00000023944.14	chr17_45568562_45568857_-	chr17	45568857	45568562	-	1214
ENSMUSG00000023944.14	chr17_45569126_45569239_-	chr17	45569239	45569126	-	1788
ENSMUSG00000023944.14	chr17_45569387_45569469_-	chr17	45569469	45569387	-	827
ENSMUSG00000023944.14	chr17_45569826_45570257_-	chr17	45570257	45569826	-	1059
ENSMUSG00000017831.8	chr17_53484075_53497526_+	chr17	53484075	53497526	+	60
ENSMUSG00000019579.13	chr17_56179425_56182664_-	chr17	56182664	56179425	-	233
ENSMUSG00000019579.13	chr17_56182715_56183738_-	chr17	56183738	56182715	-	192
ENSMUSG00000019579.13	chr17_56177003_56177698_-	chr17	56177698	56177003	-	235
ENSMUSG00000019579.13	chr17_56177771_56178263_-	chr17	56178263	56177771	-	353
ENSMUSG00000019579.13	chr17_56178345_56179363_-	chr17	56179363	56178345	-	265
ENSMUSG00000024096.17	chr17_65864732_65867531_-	chr17	65867531	65864732	-	141
ENSMUSG00000024096.17	chr17_65867830_65884677_-	chr17	65884677	65867830	-	76
ENSMUSG00000024099.15	chr17_66079587_66080810_-	chr17	66080810	66079587	-	744
ENSMUSG00000024099.15	chr17_66080887_66083397_-	chr17	66083397	66080887	-	698
ENSMUSG00000024099.15	chr17_66083507_66087402_-	chr17	66087402	66083507	-	857
ENSMUSG00000024099.15	chr17_66087571_66089231_-	chr17	66089231	66087571	-	784
ENSMUSG00000024099.15	chr17_66089348_66089430_-	chr17	66089430	66089348	-	908
ENSMUSG00000024099.15	chr17_66089493_66091863_-	chr17	66091863	66089493	-	816
ENSMUSG00000024099.15	chr17_66091929_66101414_-	chr17	66101414	66091929	-	737
ENSMUSG00000062691.10	chr17_78916525_78918356_+	chr17	78916525	78918356	+	125
ENSMUSG00000062691.10	chr17_78918472_78919055_+	chr17	78918472	78919055	+	190
ENSMUSG00000062691.10	chr17_78919100_78919758_+	chr17	78919100	78919758	+	131
ENSMUSG00000062691.10	chr17_78919843_78919976_+	chr17	78919843	78919976	+	196
ENSMUSG00000024146.9	chr17_87031062_87034255_+	chr17	87031062	87034255	+	520
ENSMUSG00000024146.9	chr17_87025675_87027698_+	chr17	87025675	87027698	+	459
ENSMUSG00000024146.9	chr17_87027764_87031007_+	chr17	87027764	87031007	+	654
ENSMUSG00000024146.9	chr17_87034359_87034977_+	chr17	87034359	87034977	+	502
ENSMUSG00000091896.7	chr18_35772012_35793464_+	chr18	35772012	35793464	+	29
ENSMUSG00000091896.7	chr18_35799872_35799951_+	chr18	35799872	35799951	+	75
ENSMUSG00000091896.7	chr18_35800029_35800109_+	chr18	35800029	35800109	+	53
ENSMUSG00000091896.7	chr18_35793528_35799840_+	chr18	35793528	35799840	+	63
ENSMUSG00000091896.7	chr18_35800215_35801273_+	chr18	35800215	35801273	+	83
ENSMUSG00000091896.7	chr18_35801367_35805517_+	chr18	35801367	35805517	+	121
ENSMUSG00000001383.8	chr18_36793959_36794296_+	chr18	36793959	36794296	+	161
ENSMUSG00000001383.8	chr18_36794390_36795040_+	chr18	36794390	36795040	+	119
ENSMUSG00000001383.8	chr18_36795164_36796036_+	chr18	36795164	36796036	+	145
ENSMUSG00000001383.8	chr18_36796110_36796498_+	chr18	36796110	36796498	+	295
ENSMUSG00000001383.8	chr18_36796644_36797878_+	chr18	36796644	36797878	+	122
ENSMUSG00000024608.10	chr18_60774686_60776400_+	chr18	60774686	60776400	+	4960
ENSMUSG00000024608.10	chr18_60776551_60776929_+	chr18	60776551	60776929	+	4163
ENSMUSG00000024608.10	chr18_60777091_60777812_+	chr18	60777091	60777812	+	5371
ENSMUSG00000024608.10	chr18_60777889_60778430_+	chr18	60777889	60778430	+	5669
ENSMUSG00000036908.16	chr19_3947125_3948627_+	chr19	3947125	3948627	+	614
ENSMUSG00000036908.16	chr19_3935352_3935761_+	chr19	3935352	3935761	+	434
ENSMUSG00000036908.16	chr19_3935903_3936268_+	chr19	3935903	3936268	+	474
ENSMUSG00000036908.16	chr19_3936422_3941519_+	chr19	3936422	3941519	+	714
ENSMUSG00000036908.16	chr19_3941681_3941884_+	chr19	3941681	3941884	+	770
ENSMUSG00000036908.16	chr19_3942017_3942348_+	chr19	3942017	3942348	+	800
ENSMUSG00000036908.16	chr19_3942442_3942693_+	chr19	3942442	3942693	+	745
ENSMUSG00000036908.16	chr19_3942818_3943528_+	chr19	3942818	3943528	+	760
ENSMUSG00000036908.16	chr19_3943711_3944022_+	chr19	3943711	3944022	+	823
ENSMUSG00000036908.16	chr19_3944296_3947006_+	chr19	3944296	3947006	+	878
ENSMUSG00000040385.6	chr19_4192271_4192744_+	chr19	4192271	4192744	+	1302
ENSMUSG00000040385.6	chr19_4192876_4193021_+	chr19	4192876	4193021	+	1626
ENSMUSG00000040385.6	chr19_4193252_4193766_+	chr19	4193252	4193766	+	2312
ENSMUSG00000040385.6	chr19_4193871_4194466_+	chr19	4193871	4194466	+	2617
ENSMUSG00000040385.6	chr19_4194690_4194771_+	chr19	4194690	4194771	+	2486
ENSMUSG00000040385.6	chr19_4194906_4194981_+	chr19	4194906	4194981	+	2551
ENSMUSG00000024858.13	chr19_4288658_4289312_-	chr19	4289312	4288658	-	135
ENSMUSG00000024858.13	chr19_4289413_4289672_-	chr19	4289672	4289413	-	108
ENSMUSG00000024858.13	chr19_4289739_4289897_-	chr19	4289897	4289739	-	151
ENSMUSG00000024858.13	chr19_4287466_4287557_-	chr19	4287557	4287466	-	88
ENSMUSG00000024858.13	chr19_4287694_4287822_-	chr19	4287822	4287694	-	140
ENSMUSG00000024858.13	chr19_4290005_4290073_-	chr19	4290073	4290005	-	158
ENSMUSG00000024858.13	chr19_4290168_4290394_-	chr19	4290394	4290168	-	102
ENSMUSG00000024858.13	chr19_4290525_4290603_-	chr19	4290603	4290525	-	108
ENSMUSG00000024858.13	chr19_4290682_4290771_-	chr19	4290771	4290682	-	114
ENSMUSG00000024858.13	chr19_4290871_4291238_-	chr19	4291238	4290871	-	94
ENSMUSG00000024858.13	chr19_4291641_4292169_-	chr19	4292169	4291641	-	88
ENSMUSG00000024858.13	chr19_4292231_4292361_-	chr19	4292361	4292231	-	61
ENSMUSG00000024858.13	chr19_4292645_4292766_-	chr19	4292766	4292645	-	80
ENSMUSG00000024858.13	chr19_4292840_4294849_-	chr19	4294849	4292840	-	68
ENSMUSG00000024858.13	chr19_4287264_4287352_-	chr19	4287352	4287264	-	95
ENSMUSG00000024853.9	chr19_5274527_5274791_-	chr19	5274791	5274527	-	152
ENSMUSG00000024853.9	chr19_5287284_5287534_-	chr19	5287534	5287284	-	99
ENSMUSG00000024853.9	chr19_5288006_5288303_-	chr19	5288303	5288006	-	177
ENSMUSG00000024853.9	chr19_5288413_5291304_-	chr19	5291304	5288413	-	250
ENSMUSG00000024853.9	chr19_5293319_5294298_-	chr19	5294298	5293319	-	67
ENSMUSG00000024853.9	chr19_5295087_5295261_-	chr19	5295261	5295087	-	111
ENSMUSG00000024853.9	chr19_5287626_5287909_-	chr19	5287909	5287626	-	170
ENSMUSG00000024853.9	chr19_5291422_5293079_-	chr19	5293079	5291422	-	118
ENSMUSG00000024853.9	chr19_5294376_5295040_-	chr19	5295040	5294376	-	144
ENSMUSG00000056201.7	chr19_5490602_5492496_+	chr19	5490602	5492496	+	4093
ENSMUSG00000056201.7	chr19_5492804_5493154_+	chr19	5492804	5493154	+	5902
ENSMUSG00000056201.7	chr19_5493231_5493380_+	chr19	5493231	5493380	+	4156
ENSMUSG00000024925.10	chr19_5602080_5602192_+	chr19	5602080	5602192	+	77
ENSMUSG00000024925.10	chr19_5602374_5602449_+	chr19	5602374	5602449	+	209
ENSMUSG00000024925.10	chr19_5602569_5602823_+	chr19	5602569	5602823	+	233
ENSMUSG00000024826.14	chr19_5901298_5902103_-	chr19	5902103	5901298	-	102
ENSMUSG00000024826.14	chr19_5902216_5902362_-	chr19	5902362	5902216	-	47
ENSMUSG00000024826.14	chr19_5902491_5902630_-	chr19	5902630	5902491	-	101
ENSMUSG00000024826.14	chr19_5902768_5904239_-	chr19	5904239	5902768	-	159
ENSMUSG00000024826.14	chr19_5904318_5904453_-	chr19	5904453	5904318	-	116
ENSMUSG00000038274.12	chr19_6058325_6058427_+	chr19	6058325	6058427	+	1583
ENSMUSG00000038274.12	chr19_6058572_6059143_+	chr19	6058572	6059143	+	1507
ENSMUSG00000038274.12	chr19_6059199_6059348_+	chr19	6059199	6059348	+	1628
ENSMUSG00000024953.16	chr19_6906951_6907065_-	chr19	6907065	6906951	-	3404
ENSMUSG00000024953.16	chr19_6907127_6907241_-	chr19	6907241	6907127	-	2353
ENSMUSG00000024953.16	chr19_6907280_6907541_-	chr19	6907541	6907280	-	2346
ENSMUSG00000024953.16	chr19_6907673_6907981_-	chr19	6907981	6907673	-	2673
ENSMUSG00000024953.16	chr19_6908116_6909458_-	chr19	6909458	6908116	-	2248
ENSMUSG00000024965.8	chr19_6999520_6999638_-	chr19	6999638	6999520	-	383
ENSMUSG00000024965.8	chr19_6999780_7001756_-	chr19	7001756	6999780	-	432
ENSMUSG00000024965.8	chr19_7001881_7002212_-	chr19	7002212	7001881	-	417
ENSMUSG00000024965.8	chr19_7002452_7002569_-	chr19	7002569	7002452	-	365
ENSMUSG00000024965.8	chr19_7002676_7002821_-	chr19	7002821	7002676	-	608
ENSMUSG00000024965.8	chr19_7002946_7003030_-	chr19	7003030	7002946	-	400
ENSMUSG00000024965.8	chr19_7003080_7003168_-	chr19	7003168	7003080	-	404
ENSMUSG00000024965.8	chr19_7003303_7003467_-	chr19	7003467	7003303	-	515
ENSMUSG00000024965.8	chr19_7003575_7013847_-	chr19	7013847	7003575	-	507
ENSMUSG00000024965.8	chr19_7013950_7014059_-	chr19	7014059	7013950	-	304
ENSMUSG00000024965.8	chr19_7014228_7014327_-	chr19	7014327	7014228	-	361
ENSMUSG00000024965.8	chr19_7014447_7014616_-	chr19	7014616	7014447	-	284
ENSMUSG00000024965.8	chr19_7014850_7018665_-	chr19	7018665	7014850	-	363
ENSMUSG00000024965.8	chr19_7018842_7019277_-	chr19	7019277	7018842	-	224
ENSMUSG00000035885.4	chr19_7215484_7217398_-	chr19	7217398	7215484	-	1624
ENSMUSG00000024661.6	chr19_9982983_9984180_+	chr19	9982983	9984180	+	9334
ENSMUSG00000024661.6	chr19_9984327_9984559_+	chr19	9984327	9984559	+	8645
ENSMUSG00000024661.6	chr19_9984685_9984780_+	chr19	9984685	9984780	+	9588
ENSMUSG00000024725.12	chr19_18581328_18584641_-	chr19	18584641	18581328	-	981
ENSMUSG00000024725.12	chr19_18584743_18586546_-	chr19	18586546	18584743	-	1179
ENSMUSG00000024725.12	chr19_18586625_18589704_-	chr19	18589704	18586625	-	1340
ENSMUSG00000024725.12	chr19_18589754_18590400_-	chr19	18590400	18589754	-	1325
ENSMUSG00000024725.12	chr19_18590508_18592582_-	chr19	18592582	18590508	-	1024
ENSMUSG00000024725.12	chr19_18592636_18593855_-	chr19	18593855	18592636	-	1060
ENSMUSG00000024725.12	chr19_18593919_18596350_-	chr19	18596350	18593919	-	1145
ENSMUSG00000024725.12	chr19_18596401_18604165_-	chr19	18604165	18596401	-	1325
ENSMUSG00000024725.12	chr19_18604212_18631619_-	chr19	18631619	18604212	-	859
ENSMUSG00000024659.14	chr19_20373770_20375224_-	chr19	20375224	20373770	-	2748
ENSMUSG00000024659.14	chr19_20375347_20376651_-	chr19	20376651	20375347	-	3431
ENSMUSG00000024659.14	chr19_20376710_20377606_-	chr19	20377606	20376710	-	4204
ENSMUSG00000024659.14	chr19_20377702_20378395_-	chr19	20378395	20377702	-	2853
ENSMUSG00000024659.14	chr19_20378489_20379648_-	chr19	20379648	20378489	-	3495
ENSMUSG00000024659.14	chr19_20379705_20380339_-	chr19	20380339	20379705	-	3973
ENSMUSG00000024659.14	chr19_20380419_20382049_-	chr19	20382049	20380419	-	3696
ENSMUSG00000024659.14	chr19_20382140_20382861_-	chr19	20382861	20382140	-	2628
ENSMUSG00000024659.14	chr19_20382975_20383756_-	chr19	20383756	20382975	-	2396
ENSMUSG00000024659.14	chr19_20383851_20384474_-	chr19	20384474	20383851	-	3115
ENSMUSG00000024659.14	chr19_20384583_20384692_-	chr19	20384692	20384583	-	1182
ENSMUSG00000024659.14	chr19_20384772_20390611_-	chr19	20390611	20384772	-	2681
ENSMUSG00000052085.6	chr19_25200544_25200986_+	chr19	25200544	25200986	+	90
ENSMUSG00000026727.10	chr2_13217271_13219008_-	chr2	13219008	13217271	-	154
